nodo_id,etiqueta,grado,estado
video:tmvTbeQNCTI,"Hoy SABRÁN Qué Grado ACADÉMICO Tenemos, Todos Son PROFESIONALES",0,aislado observado
video:tqcZFVSXARQ,¿Listo para decir tengo #MiPrimeraCasa? 🏠✨,0,aislado observado
video:vA6p51f14J4,Horarios especiales por celebraciones de fin de año,0,aislado observado
video:vCtk_0NzB3s,Clima en Guatemala esta semana: calor de hasta 39 °C y lluvias con tormentas,0,aislado observado
video:vDVXM8ODuzM,#EnVivoDCA | Conferencia de Prensa del Gobierno de Guatemala,0,aislado observado
video:vNUiF-stTdo,resumen de noticias,0,aislado observado
video:vp9MPfDG6AE,"Comunicado – COVIAL / Ministerio de Comunicaciones, Infraestructura y Vivienda",0,aislado observado
video:vqcF9RFMOLQ,"Ciudad de Guatemala, el mejor lugar para vivir",0,aislado observado
video:w57G_5jsqtU,Tráfico intenso por regreso a clases del sector público extiende horas pico en el área metropolitana,0,aislado observado
video:wS6yC3yOAeA,Noticiero El Informativo. Nuestra semana de resultados.,0,aislado observado
video:wVncmfsugww,"Spot Rendición de Cuentas, tercer cuatrimestre 2023 - 1",0,aislado observado
video:wYZPaJdVuhE,#LaCharla ¿Quién dirigirá el sistema portuario y qué decisiones debe tomar primero?,0,aislado observado
video:wm1f52Mvzag,Gloria Álvarez: ¿Podría ser la próxima presidenta de Guatemala?,0,aislado observado
video:wpYwX-bGoz0,CIV prioriza proyectos con potencial para generar desarrollo en Guatemala,0,aislado observado
video:x9TPnjUeuoo,VIDEO INSTITUCIONAL PROVIAL,0,aislado observado
video:xEcC_aMDhAk,MINGOB y COPADEH avanzan en la protección de personas defensoras de DDHH,0,aislado observado
video:xQgP0n8hVSI,"Primero te usan, y cuando ya no les sirves te desechan.",0,aislado observado
video:x_CB0ZRLQTA,Ricardo Quiñónez paga con nuestros impuestos netcenter,0,aislado observado
video:y8XMbMxMF8E,"Gracias a la inteligencia, coordinación y firmeza, se dió un duro golpe al crimen organizado",0,aislado observado
video:yCmBtmOm6nw,“¿DÓNDE ESTÁN?”: GOBIERNO IMPULSA MECANISMO PARA BUSCAR A DESAPARECIDOS DEL CONFLICTO ARMADO,0,aislado observado
video:zfJlUXRSaCU,Brief Political History of Guatemala,0,aislado observado
video:zweosulrwA8,Edén por Salud: empleo inclusivo para personas con discapacidad en Antigua | Super - Episodio 2,1,hoja
video:zyA0BpEYcQU,Discusión entre conductor y jefe de la PMT,0,aislado observado
